# Pathway	merged_MNH-15227790Week-0_S268_L002__kneaddata_paired_Abundance
UNMAPPED	1572741.4639448025
UNINTEGRATED	4872605.5344903041
UNINTEGRATED|unclassified	1495665.2996934040
UNINTEGRATED|g__Blautia.s__Blautia_obeum	623274.6170290064
UNINTEGRATED|g__Blautia.s__Blautia_wexlerae	370690.4535138790
UNINTEGRATED|g__Dorea.s__Dorea_longicatena	250660.3878847560
UNINTEGRATED|g__Anaerostipes.s__Anaerostipes_hadrus	244760.3653457001
UNINTEGRATED|g__Collinsella.s__Collinsella_aerofaciens	211184.0154370586
UNINTEGRATED|g__Dorea.s__Dorea_formicigenerans	132052.4128572772
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_bifidum	129243.8250061172
UNINTEGRATED|g__Eubacterium.s__Eubacterium_ventriosum	114855.4484685321
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_bromii	92709.9964046574
UNINTEGRATED|g__Gemmiger.s__Gemmiger_formicilis	81002.1869247129
UNINTEGRATED|g__Bacteroides.s__Bacteroides_cellulosilyticus	76828.2634403065
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_ruminis	62204.2860170250
UNINTEGRATED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	61861.9982995253
UNINTEGRATED|g__Coprococcus.s__Coprococcus_eutactus	57921.6433355885
UNINTEGRATED|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	51663.6234798751
UNINTEGRATED|g__Bacteroides.s__Bacteroides_dorei	51023.9081217895
UNINTEGRATED|g__Roseburia.s__Roseburia_inulinivorans	47282.2417005341
UNINTEGRATED|g__Parabacteroides.s__Parabacteroides_merdae	45877.6667235961
UNINTEGRATED|g__Alistipes.s__Alistipes_putredinis	44274.9584601301
UNINTEGRATED|g__Prevotella.s__Prevotella_copri	37708.9714615765
UNINTEGRATED|g__Eubacterium.s__Eubacterium_ramulus	36242.8831897444
UNINTEGRATED|g__Blautia.s__Blautia_sp_AF19_10LB	32988.6913238555
UNINTEGRATED|g__Akkermansia.s__Akkermansia_muciniphila	31765.6036487776
UNINTEGRATED|g__Roseburia.s__Roseburia_hominis	29181.3619142110
UNINTEGRATED|g__Bacteroides.s__Bacteroides_vulgatus	29082.7346729947
UNINTEGRATED|g__Agathobaculum.s__Agathobaculum_butyriciproducens	27747.1622037886
UNINTEGRATED|g__Bacteroides.s__Bacteroides_plebeius	26219.0225977323
UNINTEGRATED|g__Roseburia.s__Roseburia_intestinalis	25364.2435871760
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_callidus	23045.2497372988
UNINTEGRATED|g__Bacteroides.s__Bacteroides_intestinalis	22106.2227905691
UNINTEGRATED|g__Bacteroides.s__Bacteroides_xylanisolvens	20253.6770669574
UNINTEGRATED|g__Bacteroides.s__Bacteroides_ovatus	19380.5153446620
UNINTEGRATED|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans	13569.0804558338
UNINTEGRATED|g__Bacteroides.s__Bacteroides_thetaiotaomicron	12900.3436853302
UNINTEGRATED|g__Slackia.s__Slackia_isoflavoniconvertens	12351.1746318199
UNINTEGRATED|g__Intestinibacter.s__Intestinibacter_bartlettii	9306.8488651361
UNINTEGRATED|g__Streptococcus.s__Streptococcus_pneumoniae	8428.3383751038
UNINTEGRATED|g__Streptococcus.s__Streptococcus_salivarius	8324.5745094614
UNINTEGRATED|g__Senegalimassilia.s__Senegalimassilia_anaerobia	7953.4595105702
UNINTEGRATED|g__Bacteroides.s__Bacteroides_stercoris	7852.3396459598
UNINTEGRATED|g__Asaccharobacter.s__Asaccharobacter_celatus	5879.7284651553
UNINTEGRATED|g__Alistipes.s__Alistipes_shahii	5020.5202124932
UNINTEGRATED|g__Eggerthella.s__Eggerthella_lenta	4210.3952155990
UNINTEGRATED|g__Streptococcus.s__Streptococcus_equinus	3730.7753620517
UNINTEGRATED|g__Alistipes.s__Alistipes_indistinctus	3428.7375681449
UNINTEGRATED|g__Bacteroides.s__Bacteroides_salyersiae	2368.4000148711
UNINTEGRATED|g__Streptococcus.s__Streptococcus_parasanguinis	1978.2967050856
UNINTEGRATED|g__Streptococcus.s__Streptococcus_sp_A12	753.3145059402
UNINTEGRATED|g__Alistipes.s__Alistipes_finegoldii	562.6408824312
UNINTEGRATED|g__Streptococcus.s__Streptococcus_australis	529.5540103582
UNINTEGRATED|g__Streptococcus.s__Streptococcus_vestibularis	467.1293491651
PWY-7238: sucrose biosynthesis II	6591.5849287099
PWY-7238: sucrose biosynthesis II|unclassified	2222.7074945703
PWY-7238: sucrose biosynthesis II|g__Blautia.s__Blautia_obeum	1099.1821014945
PWY-7238: sucrose biosynthesis II|g__Blautia.s__Blautia_wexlerae	694.9959098768
PWY-7238: sucrose biosynthesis II|g__Collinsella.s__Collinsella_aerofaciens	462.5210952024
PWY-7238: sucrose biosynthesis II|g__Anaerostipes.s__Anaerostipes_hadrus	356.4040878013
PWY-7238: sucrose biosynthesis II|g__Dorea.s__Dorea_longicatena	329.1747633430
PWY-7238: sucrose biosynthesis II|g__Ruminococcus.s__Ruminococcus_bromii	194.2032037746
PWY-7238: sucrose biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_bifidum	174.4497457272
PWY-7238: sucrose biosynthesis II|g__Gemmiger.s__Gemmiger_formicilis	134.6414967271
PWY-7238: sucrose biosynthesis II|g__Eubacterium.s__Eubacterium_ventriosum	87.7424436325
PWY-7238: sucrose biosynthesis II|g__Coprococcus.s__Coprococcus_eutactus	61.7310653263
