# Pathway	merged_3043-8_S194_L002__kneaddata_paired_Abundance
UNMAPPED	854728.6107841008
UNINTEGRATED	5827292.1452770773
UNINTEGRATED|g__Pedobacter.s__Pedobacter_himalayensis	747618.8739824301
UNINTEGRATED|g__Klebsiella.s__Klebsiella_oxytoca	400418.4859634526
UNINTEGRATED|g__Enterococcus.s__Enterococcus_faecalis	346757.7505991982
UNINTEGRATED|g__Serratia.s__Serratia_marcescens	341413.0052659889
UNINTEGRATED|g__Serratia.s__Serratia_ureilytica	339541.7309752250
UNINTEGRATED|g__Enterobacter.s__Enterobacter_cloacae	251983.7339760202
UNINTEGRATED|g__Serratia.s__Serratia_nematodiphila	190316.9424001531
UNINTEGRATED|g__Klebsiella.s__Klebsiella_pneumoniae	158064.9082590445
UNINTEGRATED|g__Streptococcus.s__Streptococcus_pneumoniae	128958.9925729561
UNINTEGRATED|g__Escherichia.s__Escherichia_coli	125319.4960728824
UNINTEGRATED|g__Enterobacter.s__Enterobacter_hormaechei	93820.3017853962
UNINTEGRATED|unclassified	93367.7979244375
UNINTEGRATED|g__Listeria.s__Listeria_monocytogenes	77839.9670359617
UNINTEGRATED|g__Klebsiella.s__Klebsiella_grimontii	68452.3035997546
UNINTEGRATED|g__Klebsiella.s__Klebsiella_aerogenes	56349.8672289842
UNINTEGRATED|g__Enterobacter.s__Enterobacter_roggenkampii	45396.0984766679
UNINTEGRATED|g__Enterobacter.s__Enterobacter_bugandensis	22986.8276567638
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_gasseri	22776.6182094309
UNINTEGRATED|g__Klebsiella.s__Klebsiella_michiganensis	14776.6240708538
UNINTEGRATED|g__Lelliottia.s__Lelliottia_amnigena	11549.8379966037
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_paragasseri	11398.6216521518
UNINTEGRATED|g__Leclercia.s__Leclercia_adecarboxylata	8196.4711036357
UNINTEGRATED|g__Pantoea.s__Pantoea_sesami	7510.1397854911
UNINTEGRATED|g__Yokenella.s__Yokenella_regensburgei	5715.8763522788
UNINTEGRATED|g__Staphylococcus.s__Staphylococcus_aureus	4088.4148619089
UNINTEGRATED|g__Lelliottia.s__Lelliottia_nimipressuralis	3070.8666169975
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	6799.2851529327
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Pedobacter.s__Pedobacter_himalayensis	1983.6117953578
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Klebsiella.s__Klebsiella_oxytoca	1439.1579622771
