# Pathway	merged_JBD-15166554Week-4_S22_L002__kneaddata_paired_Abundance
UNMAPPED	1649270.4408727698
UNINTEGRATED	10608833.9957998879
UNINTEGRATED|g__Escherichia.s__Escherichia_coli	5418600.1737558255
UNINTEGRATED|unclassified	1015467.1893358581
UNINTEGRATED|g__Klebsiella.s__Klebsiella_pneumoniae	656409.8254706442
UNINTEGRATED|g__Blautia.s__Blautia_obeum	204200.8709427130
UNINTEGRATED|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	180718.9042700149
UNINTEGRATED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	174076.0299289655
UNINTEGRATED|g__Dorea.s__Dorea_longicatena	86176.9861610276
UNINTEGRATED|g__Blautia.s__Blautia_wexlerae	77169.9241040525
UNINTEGRATED|g__Anaerostipes.s__Anaerostipes_hadrus	75798.6800909212
UNINTEGRATED|g__Klebsiella.s__Klebsiella_oxytoca	67714.6040438489
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_bromii	66331.5214022713
UNINTEGRATED|g__Dorea.s__Dorea_formicigenerans	62556.3896535535
UNINTEGRATED|g__Gemmiger.s__Gemmiger_formicilis	42472.8184240149
UNINTEGRATED|g__Escherichia.s__Escherichia_fergusonii	39265.3193336721
UNINTEGRATED|g__Bacteroides.s__Bacteroides_vulgatus	37953.3538935040
UNINTEGRATED|g__Roseburia.s__Roseburia_faecis	37106.2132276796
UNINTEGRATED|g__Roseburia.s__Roseburia_intestinalis	31531.7061660327
UNINTEGRATED|g__Collinsella.s__Collinsella_aerofaciens	27670.9176426240
UNINTEGRATED|g__Firmicutes_unclassified.s__Firmicutes_bacterium_AM10_47	27212.7709685519
UNINTEGRATED|g__Blautia.s__Blautia_sp_AF19_10LB	26311.7842235646
UNINTEGRATED|g__Eubacterium.s__Eubacterium_ramulus	26088.4582498549
UNINTEGRATED|g__Klebsiella.s__Klebsiella_aerogenes	25693.6923415337
UNINTEGRATED|g__Methanobrevibacter.s__Methanobrevibacter_smithii	22205.6409618862
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_lactaris	21395.2950200041
UNINTEGRATED|g__Coprococcus.s__Coprococcus_catus	18400.1086682997
UNINTEGRATED|g__Klebsiella.s__Klebsiella_variicola	15753.5595265130
UNINTEGRATED|g__Agathobaculum.s__Agathobaculum_butyriciproducens	15066.8935753038
UNINTEGRATED|g__Roseburia.s__Roseburia_hominis	14161.7811668092
UNINTEGRATED|g__Alistipes.s__Alistipes_putredinis	12570.5594802335
UNINTEGRATED|g__Clostridium.s__Clostridium_disporicum	12172.7020187613
UNINTEGRATED|g__Clostridiales_unclassified.s__Clostridiales_bacterium_KLE1615	8672.9103983164
UNINTEGRATED|g__Bacteroides.s__Bacteroides_ovatus	8225.3485544114
UNINTEGRATED|g__Bacteroides.s__Bacteroides_thetaiotaomicron	7645.8568824232
UNINTEGRATED|g__Bacteroides.s__Bacteroides_dorei	6745.6830282439
UNINTEGRATED|g__Streptococcus.s__Streptococcus_salivarius	6105.7734054129
UNINTEGRATED|g__Streptococcus.s__Streptococcus_pneumoniae	5114.1394081702
UNINTEGRATED|g__Streptococcus.s__Streptococcus_parasanguinis	5071.6661086172
UNINTEGRATED|g__Asaccharobacter.s__Asaccharobacter_celatus	3404.2476767975
